layer,variant,backend,model,agents,sessions,concurrency,repeat,max_steps,burst_size,burst_gap_s,session_mix_ps,session_mix_react,session_cap,react_step0_limit,adaptive_green_wait_ms,adaptive_yellow_wait_ms,adaptive_red_wait_ms,enable_recovery,react_recovery,disable_capacity_step0,synthetic_recoverable_failure,recoverable_failure_rate,success,partial,rejected,cascade_failed,abd_total,abd_ps,abd_react,rejected_s0_total,rejected_s0_budget,rejected_s0_capacity,rejected_s0_security,rejected_s0_adaptive_red,react_recovery_attempts,react_recovered_success,react_recovery_rejected_nonrecoverable,avoided_replay_steps,duplicate_side_effect,effective_goodput_s,p95_ms,adaptive_green_count,adaptive_yellow_count,adaptive_red_count,client_rc,client_timed_out,error
mock_full,plangate_no_capacity_step0,sterile_mock,mock,0,300,40,2,8,0,0,50,50,24,24,200,50,0,False,False,True,False,0.2,0,0,271,29,2334,1109,1225,271,133,138,0,0,0,0,0,0,0,0.0,1108.862,0,0,0,0,4,
mock_full,plangate_no_capacity_step0,sterile_mock,mock,0,300,80,0,8,0,0,50,50,24,24,200,50,0,False,False,True,False,0.0,14,0,273,13,2251,1205,1046,273,144,129,0,0,0,0,0,0,0,0.3735,1122.676,0,0,0,0,6,
mock_full,plangate_no_capacity_step0,sterile_mock,mock,0,300,80,1,8,0,0,50,50,24,24,200,50,0,False,False,True,False,0.0,19,0,267,14,2229,1138,1091,267,135,132,0,0,0,0,0,0,0,0.5072,1111.066,0,0,0,0,7,
mock_full,plangate_no_capacity_step0,sterile_mock,mock,0,300,80,2,8,0,0,50,50,24,24,200,50,0,False,False,True,False,0.0,9,0,261,30,2277,1169,1108,261,126,135,0,0,0,0,0,0,0,0.2402,30254.275,0,0,0,0,15,
mock_full,plangate_no_capacity_step0,sterile_mock,mock,0,300,80,0,8,0,0,50,50,24,24,200,50,0,False,False,True,False,0.2,4,0,272,24,2310,1146,1164,272,133,139,0,0,0,0,0,0,0,0.1067,1131.946,0,0,0,0,8,
mock_full,plangate_no_capacity_step0,sterile_mock,mock,0,300,80,1,8,0,0,50,50,24,24,200,50,0,False,False,True,False,0.2,4,0,263,33,2319,1166,1153,263,127,136,0,0,0,0,0,0,0,0.1312,1166.238,0,0,0,0,15,
mock_full,plangate_no_capacity_step0,sterile_mock,mock,0,300,80,2,8,0,0,50,50,24,24,200,50,0,False,False,True,False,0.2,7,0,241,52,2266,1246,1020,241,120,121,0,0,0,0,0,0,0,0.1869,30439.404,0,0,0,0,30,
mock_full,plangate_adaptive_react_recovery,sterile_mock,mock,0,300,40,0,8,0,0,50,50,24,24,200,50,0,True,True,False,False,0.0,18,0,277,5,2251,1112,1139,277,131,146,0,0,0,0,0,0,0,2.1381,1058.833,0,0,0,0,0,
mock_full,plangate_adaptive_react_recovery,sterile_mock,mock,0,300,40,1,8,0,0,50,50,24,24,200,50,0,True,True,False,False,0.0,17,0,276,7,2257,1214,1043,276,137,139,0,0,0,0,0,0,0,2.014,1074.919,0,0,0,0,0,
mock_full,plangate_adaptive_react_recovery,sterile_mock,mock,0,300,40,2,8,0,0,50,50,24,24,200,50,0,True,True,False,False,0.0,19,0,276,5,2243,1215,1028,276,151,125,0,0,0,0,0,0,0,2.2375,1090.599,0,0,0,0,0,
mock_full,plangate_adaptive_react_recovery,sterile_mock,mock,0,300,40,0,8,0,0,50,50,24,24,200,50,0,True,True,False,True,0.2,13,0,276,11,2275,1179,1096,276,139,137,0,0,9,9,0,24,0,1.5457,1074.77,0,0,0,0,0,
mock_full,plangate_adaptive_react_recovery,sterile_mock,mock,0,300,40,1,8,0,0,50,50,24,24,200,50,0,True,True,False,True,0.2,16,0,278,6,2255,1304,951,278,157,121,0,0,13,13,0,38,0,1.9045,1075.636,0,0,0,0,0,
mock_full,plangate_adaptive_react_recovery,sterile_mock,mock,0,300,40,2,8,0,0,50,50,24,24,200,50,0,True,True,False,True,0.2,16,0,276,8,2252,1100,1152,276,125,151,0,0,14,14,0,26,0,1.9153,1091.177,0,0,0,0,0,
mock_full,plangate_adaptive_react_recovery,sterile_mock,mock,0,300,80,0,8,0,0,50,50,24,24,200,50,0,True,True,False,False,0.0,19,0,276,5,2243,1191,1052,276,133,143,0,0,0,0,0,0,0,2.2405,1090.578,0,0,0,0,0,
mock_full,plangate_adaptive_react_recovery,sterile_mock,mock,0,300,80,1,8,0,0,50,50,24,24,200,50,0,True,True,False,False,0.0,18,0,278,4,2252,1128,1124,278,115,163,0,0,0,0,0,0,0,2.1136,1103.36,0,0,0,0,0,
mock_full,plangate_adaptive_react_recovery,sterile_mock,mock,0,300,80,2,8,0,0,50,50,24,24,200,50,0,True,True,False,False,0.0,21,0,276,3,2229,1168,1061,276,130,146,0,0,0,0,0,0,0,2.4536,1103.256,0,0,0,0,0,
mock_full,plangate_adaptive_react_recovery,sterile_mock,mock,0,300,80,0,8,0,0,50,50,24,24,200,50,0,True,True,False,True,0.2,19,0,276,5,2233,1137,1096,276,117,159,0,0,14,14,0,40,0,2.2533,1079.569,0,0,0,0,0,
mock_full,plangate_adaptive_react_recovery,sterile_mock,mock,0,300,80,1,8,0,0,50,50,24,24,200,50,0,True,True,False,True,0.2,18,0,276,6,2250,1173,1077,276,124,152,0,0,13,13,0,35,0,2.1369,1093.813,0,0,0,0,0,
mock_full,plangate_adaptive_react_recovery,sterile_mock,mock,0,300,80,2,8,0,0,50,50,24,24,200,50,0,True,True,False,True,0.2,13,0,278,9,2270,1255,1015,278,136,142,0,0,7,7,0,23,0,1.5426,1094.228,0,0,0,0,0,
vllm_full,plangate_strict,vllm,qwen,80,0,8,0,8,12,5.0,50,50,16,16,200,50,0,False,False,False,False,0.0,27,46,6,52,63.0,0,0,6,0,0,0,0,0,0,0,0,0,0.12,108313.0,0,0,0,0,0,
vllm_full,plangate_strict,vllm,qwen,80,0,8,1,8,12,5.0,50,50,16,16,200,50,0,False,False,False,False,0.0,31,36,13,49,53.7,0,0,13,0,0,0,0,0,0,0,0,0,0.17,112518.0,0,0,0,0,0,
vllm_full,plangate_strict,vllm,qwen,80,0,8,2,8,12,5.0,50,50,16,16,200,50,0,False,False,False,False,0.0,28,37,15,52,56.9,0,0,15,0,0,0,0,0,0,0,0,0,0.19,144172.0,0,0,0,0,0,
vllm_full,plangate_strict,vllm,qwen,80,0,16,0,8,12,5.0,50,50,16,16,200,50,0,False,False,False,False,0.0,8,53,18,71,86.9,0,0,18,0,0,0,0,0,0,0,0,0,0.03,104467.0,0,0,0,0,0,
vllm_full,plangate_strict,vllm,qwen,80,0,16,1,8,12,5.0,50,50,16,16,200,50,0,False,False,False,False,0.0,6,48,26,74,88.9,0,0,26,0,0,0,0,0,0,0,0,0,0.03,113070.0,0,0,0,0,0,
vllm_full,plangate_strict,vllm,qwen,80,0,16,2,8,12,5.0,50,50,16,16,200,50,0,False,False,False,False,0.0,8,54,18,72,87.1,0,0,18,0,0,0,0,0,0,0,0,0,0.04,140758.0,0,0,0,0,0,
vllm_full,plangate_strict,vllm,qwen,80,0,16,0,8,12,5.0,50,50,16,16,200,50,0,False,False,False,True,0.1,10,54,16,70,84.4,0,0,16,0,0,0,0,0,0,0,0,0,0.06,138097.0,0,0,0,0,0,
vllm_full,plangate_strict,vllm,qwen,80,0,16,1,8,12,5.0,50,50,16,16,200,50,0,False,False,False,True,0.1,11,55,14,69,83.3,0,0,14,0,0,0,0,0,0,0,0,0,0.05,104367.0,0,0,0,0,0,
vllm_full,plangate_strict,vllm,qwen,80,0,16,2,8,12,5.0,50,50,16,16,200,50,0,False,False,False,True,0.1,14,50,16,66,78.1,0,0,16,0,0,0,0,0,0,0,0,0,0.07,167244.0,0,0,0,0,0,
vllm_full,plangate_adaptive,vllm,qwen,80,0,8,0,8,12,5.0,50,50,16,16,200,50,0,False,False,False,False,0.0,38,20,21,41,34.5,0,0,21,0,0,0,0,0,0,0,0,0,0.33,142881.0,0,0,0,0,0,
vllm_full,plangate_adaptive,vllm,qwen,80,0,8,1,8,12,5.0,50,50,16,16,200,50,0,False,False,False,False,0.0,26,38,16,54,59.4,0,0,16,0,0,0,0,0,0,0,0,0,0.19,135964.0,0,0,0,0,0,
vllm_full,plangate_adaptive,vllm,qwen,80,0,8,2,8,12,5.0,50,50,16,16,200,50,0,False,False,False,False,0.0,26,38,16,54,59.4,0,0,16,0,0,0,0,0,0,0,0,0,0.18,114951.0,0,0,0,0,0,
vllm_full,plangate_adaptive,vllm,qwen,80,0,16,0,8,12,5.0,50,50,16,16,200,50,0,False,False,False,False,0.0,10,48,21,69,82.8,0,0,21,0,0,0,0,0,0,0,0,0,0.05,160988.0,0,0,0,0,0,
vllm_full,plangate_adaptive,vllm,qwen,80,0,16,1,8,12,5.0,50,50,16,16,200,50,0,False,False,False,False,0.0,14,47,19,66,77.0,0,0,19,0,0,0,0,0,0,0,0,0,0.06,102018.0,0,0,0,0,0,
vllm_full,plangate_adaptive,vllm,qwen,80,0,16,2,8,12,5.0,50,50,16,16,200,50,0,False,False,False,False,0.0,13,49,18,67,79.0,0,0,18,0,0,0,0,0,0,0,0,0,0.09,283427.0,0,0,0,0,0,
vllm_full,plangate_adaptive,vllm,qwen,80,0,16,0,8,12,5.0,50,50,16,16,200,50,0,False,False,False,True,0.1,11,47,22,69,81.0,0,0,22,0,0,0,0,0,0,0,0,0,0.07,189120.0,0,0,0,0,0,
vllm_full,plangate_adaptive,vllm,qwen,80,0,16,1,8,12,5.0,50,50,16,16,200,50,0,False,False,False,True,0.1,19,48,13,61,71.6,0,0,13,0,0,0,0,0,0,0,0,0,0.15,306195.0,0,0,0,0,0,
vllm_full,plangate_adaptive,vllm,qwen,80,0,16,2,8,12,5.0,50,50,16,16,200,50,0,False,False,False,True,0.1,11,50,19,69,82.0,0,0,19,0,0,0,0,0,0,0,0,0,0.04,98428.0,0,0,0,0,0,
vllm_full,plangate_no_capacity_step0,vllm,qwen,80,0,8,0,8,12,5.0,50,50,16,16,200,50,0,False,False,True,False,0.0,40,29,11,40,42.0,0,0,11,0,0,0,0,0,0,0,0,0,0.29,189919.0,0,0,0,0,0,
vllm_full,plangate_no_capacity_step0,vllm,qwen,80,0,8,1,8,12,5.0,50,50,16,16,200,50,0,False,False,True,False,0.0,36,33,11,44,47.8,0,0,11,0,0,0,0,0,0,0,0,0,0.26,147441.0,0,0,0,0,0,
vllm_full,plangate_no_capacity_step0,vllm,qwen,80,0,8,2,8,12,5.0,50,50,16,16,200,50,0,False,False,True,False,0.0,37,34,9,43,47.9,0,0,9,0,0,0,0,0,0,0,0,0,0.27,115279.0,0,0,0,0,0,
vllm_full,plangate_no_capacity_step0,vllm,qwen,80,0,16,0,8,12,5.0,50,50,16,16,200,50,0,False,False,True,False,0.0,7,54,19,73,88.5,0,0,19,0,0,0,0,0,0,0,0,0,0.02,102266.0,0,0,0,0,0,
vllm_full,plangate_no_capacity_step0,vllm,qwen,80,0,16,1,8,12,5.0,50,50,16,16,200,50,0,False,False,True,False,0.0,12,54,14,68,81.8,0,0,14,0,0,0,0,0,0,0,0,0,0.06,148295.0,0,0,0,0,0,
vllm_full,plangate_no_capacity_step0,vllm,qwen,80,0,16,2,8,12,5.0,50,50,16,16,200,50,0,False,False,True,False,0.0,9,51,20,71,85.0,0,0,20,0,0,0,0,0,0,0,0,0,0.05,120627.0,0,0,0,0,0,
vllm_full,plangate_no_capacity_step0,vllm,qwen,80,0,16,0,8,12,5.0,50,50,16,16,200,50,0,False,False,True,True,0.1,7,59,14,73,89.4,0,0,14,0,0,0,0,0,0,0,0,0,0.05,176243.0,0,0,0,0,0,
vllm_full,plangate_no_capacity_step0,vllm,qwen,80,0,16,1,8,12,5.0,50,50,16,16,200,50,0,False,False,True,True,0.1,17,39,24,63,69.6,0,0,24,0,0,0,0,0,0,0,0,0,0.11,242628.0,0,0,0,0,0,
vllm_full,plangate_no_capacity_step0,vllm,qwen,80,0,16,2,8,12,5.0,50,50,16,16,200,50,0,False,False,True,True,0.1,15,46,18,64,75.4,0,0,18,0,0,0,0,0,0,0,0,0,0.12,193181.0,0,0,0,0,0,
vllm_full,plangate_adaptive_react_recovery,vllm,qwen,80,0,8,0,8,12,5.0,50,50,16,16,200,50,0,True,True,False,False,0.0,39,27,14,41,40.9,0,0,14,0,0,0,0,0,0,0,0,0,0.36,147555.0,0,0,0,0,0,
vllm_full,plangate_adaptive_react_recovery,vllm,qwen,80,0,8,1,8,12,5.0,50,50,16,16,200,50,0,True,True,False,False,0.0,41,23,15,38,35.9,0,0,15,0,0,0,0,0,0,0,0,0,0.46,134245.0,0,0,0,0,0,
vllm_full,plangate_adaptive_react_recovery,vllm,qwen,80,0,8,2,8,12,5.0,50,50,16,16,200,50,0,True,True,False,False,0.0,37,27,15,42,42.2,0,0,15,0,0,0,0,0,0,0,0,0,0.35,106817.0,0,0,0,0,0,
vllm_full,plangate_adaptive_react_recovery,vllm,qwen,80,0,16,0,8,12,5.0,50,50,16,16,200,50,0,True,True,False,False,0.0,11,59,10,69,84.3,0,0,10,0,0,0,0,0,0,0,0,0,0.06,143076.0,0,0,0,0,0,
vllm_full,plangate_adaptive_react_recovery,vllm,qwen,80,0,16,1,8,12,5.0,50,50,16,16,200,50,0,True,True,False,False,0.0,26,41,12,53,61.2,0,0,12,0,0,0,0,0,0,0,0,0,0.2,191709.0,0,0,0,0,0,
vllm_full,plangate_adaptive_react_recovery,vllm,qwen,80,0,16,2,8,12,5.0,50,50,16,16,200,50,0,True,True,False,False,0.0,20,43,17,60,68.3,0,0,17,0,0,0,0,0,0,0,0,0,0.15,263314.0,0,0,0,0,0,
vllm_full,plangate_adaptive_react_recovery,vllm,qwen,80,0,16,0,8,12,5.0,50,50,16,16,200,50,0,True,True,False,True,0.1,11,49,20,69,81.7,0,0,20,0,0,0,0,0,0,0,0,0,0.06,119365.0,0,0,0,0,0,
vllm_full,plangate_adaptive_react_recovery,vllm,qwen,80,0,16,1,8,12,5.0,50,50,16,16,200,50,0,True,True,False,True,0.1,17,42,21,63,71.2,0,0,21,0,0,0,0,0,0,0,0,0,0.11,191284.0,0,0,0,0,0,
vllm_full,plangate_adaptive_react_recovery,vllm,qwen,80,0,16,2,8,12,5.0,50,50,16,16,200,50,0,True,True,False,True,0.1,13,46,21,67,78.0,0,0,21,0,0,0,0,0,0,0,0,0,0.07,87914.0,0,0,0,0,0,
