gateway,window_id,window_label,scale,repeat,selected_trace_rows,duration_s,success,success_rate,abd,abd_total,cascade_failed,cascade_rate,all_rejected,step0_rejected,effective_goodput_s,p50_ms,p95_ms,client_rc,client_timed_out,error,backend_mode,source_trace_sha256
static,normal,normal,1.5,2,24,35.646,24,100.0,0.0,0.0,0,0.0,0,0,6.312113,157.018,808.18,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
static,normal,normal,1.5,3,24,35.137,24,100.0,0.0,0.0,0,0.0,0,0,6.602696,157.289,808.879,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
static,normal,normal,2.0,1,24,28.271,24,100.0,0.0,0.0,0,0.0,0,0,9.444339,156.894,808.111,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
static,normal,normal,2.0,2,24,26.645,24,100.0,0.0,0.0,0,0.0,0,0,8.219025,157.131,807.852,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
static,normal,normal,2.0,3,24,26.334,24,100.0,0.0,0.0,0,0.0,0,0,8.733813,156.726,807.58,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
static,burst,burst,1.0,1,24,54.559,24,100.0,0.0,0.0,0,0.0,0,0,5.480317,157.672,808.233,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
static,burst,burst,1.0,2,24,52.798,24,100.0,0.0,0.0,0,0.0,0,0,3.977424,156.429,807.764,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
static,burst,burst,1.0,3,24,53.723,24,100.0,0.0,0.0,0,0.0,0,0,4.355654,157.263,808.165,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
static,burst,burst,1.5,1,24,36.271,24,100.0,0.0,0.0,0,0.0,0,0,5.982712,157.181,807.964,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
static,burst,burst,1.5,2,24,37.58,24,100.0,0.0,0.0,0,0.0,0,0,8.435286,157.54,807.822,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
static,burst,burst,1.5,3,24,37.075,24,100.0,0.0,0.0,0,0.0,0,0,6.311507,157.245,808.11,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
static,burst,burst,2.0,1,24,27.104,24,100.0,0.0,0.0,0,0.0,0,0,9.482146,157.376,808.151,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
static,burst,burst,2.0,2,24,29.72,24,100.0,0.0,0.0,0,0.0,0,0,8.209984,156.969,807.522,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
static,burst,burst,2.0,3,24,29.719,24,100.0,0.0,0.0,0,0.0,0,0,7.907424,157.131,808.247,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
static,peak_burst,peak-burst,1.0,1,24,51.988,24,100.0,0.0,0.0,0,0.0,0,0,5.578261,157.061,807.895,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
static,peak_burst,peak-burst,1.0,2,24,52.004,24,100.0,0.0,0.0,0,0.0,0,0,4.768841,157.285,807.92,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
static,peak_burst,peak-burst,1.0,3,24,51.503,24,100.0,0.0,0.0,0,0.0,0,0,3.72797,156.897,807.329,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
static,peak_burst,peak-burst,1.5,1,24,34.986,24,100.0,0.0,0.0,0,0.0,0,0,7.260065,157.175,807.449,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
static,peak_burst,peak-burst,1.5,2,24,34.358,24,100.0,0.0,0.0,0,0.0,0,0,7.043477,157.034,807.786,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
static,peak_burst,peak-burst,1.5,3,24,34.348,24,100.0,0.0,0.0,0,0.0,0,0,6.230376,157.379,807.935,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
static,peak_burst,peak-burst,2.0,1,24,26.655,24,100.0,0.0,0.0,0,0.0,0,0,9.00409,157.618,808.266,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
static,peak_burst,peak-burst,2.0,2,24,26.947,24,100.0,0.0,0.0,0,0.0,0,0,8.349871,156.572,807.68,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
static,peak_burst,peak-burst,2.0,3,24,26.785,24,100.0,0.0,0.0,0,0.0,0,0,8.362896,157.067,807.913,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,normal,normal,1.0,1,24,52.139,24,100.0,0.0,0.0,0,0.0,0,0,3.816718,156.238,807.579,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,normal,normal,1.0,2,24,52.943,24,100.0,0.0,0.0,0,0.0,0,0,3.985403,157.053,807.392,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,normal,normal,1.0,3,24,53.42,24,100.0,0.0,0.0,0,0.0,0,0,4.043398,157.246,807.828,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,normal,normal,1.5,1,24,34.491,24,100.0,0.0,0.0,0,0.0,0,0,7.625215,156.782,807.831,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,normal,normal,1.5,2,24,34.985,24,100.0,0.0,0.0,0,0.0,0,0,8.575175,157.526,808.015,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,normal,normal,1.5,3,24,34.17,24,100.0,0.0,0.0,0,0.0,0,0,7.755361,157.66,807.933,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,normal,normal,2.0,1,24,26.322,24,100.0,0.0,0.0,0,0.0,0,0,9.079749,156.938,808.517,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,normal,normal,2.0,2,24,29.214,24,100.0,0.0,0.0,0,0.0,0,0,8.831483,157.54,808.051,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,normal,normal,2.0,3,24,27.606,24,100.0,0.0,0.0,0,0.0,0,0,10.504851,157.405,807.674,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,burst,burst,1.0,1,24,54.558,24,100.0,0.0,0.0,0,0.0,0,0,4.30734,156.955,808.048,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,burst,burst,1.0,2,24,54.553,24,100.0,0.0,0.0,0,0.0,0,0,5.187625,157.261,808.363,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,burst,burst,1.0,3,24,52.002,24,100.0,0.0,0.0,0,0.0,0,0,3.192193,156.778,807.991,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,burst,burst,1.5,1,24,36.626,24,100.0,0.0,0.0,0,0.0,0,0,5.815542,156.986,808.121,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,burst,burst,1.5,2,24,36.469,24,100.0,0.0,0.0,0,0.0,0,0,6.608344,156.85,808.243,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,burst,burst,1.5,3,24,36.462,24,100.0,0.0,0.0,0,0.0,0,0,8.090585,157.359,808.507,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,burst,burst,2.0,1,24,27.319,24,100.0,0.0,0.0,0,0.0,0,0,7.357487,156.841,807.805,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,burst,burst,2.0,2,24,28.915,24,100.0,0.0,0.0,0,0.0,0,0,8.161858,157.354,808.467,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,burst,burst,2.0,3,24,28.269,24,100.0,0.0,0.0,0,0.0,0,0,9.091338,157.422,808.062,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,peak_burst,peak-burst,1.0,1,24,51.984,24,100.0,0.0,0.0,0,0.0,0,0,4.559055,157.223,808.096,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,peak_burst,peak-burst,1.0,2,24,51.815,24,100.0,0.0,0.0,0,0.0,0,0,4.438856,157.01,807.673,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,peak_burst,peak-burst,1.0,3,24,52.946,24,100.0,0.0,0.0,0,0.0,0,0,4.816238,157.083,807.895,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,peak_burst,peak-burst,1.5,1,24,35.937,24,100.0,0.0,0.0,0,0.0,0,0,5.871397,157.002,808.052,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,peak_burst,peak-burst,1.5,2,24,34.97,24,100.0,0.0,0.0,0,0.0,0,0,7.063188,157.514,807.839,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,peak_burst,peak-burst,1.5,3,24,36.44,24,100.0,0.0,0.0,0,0.0,0,0,7.217375,157.378,808.037,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,peak_burst,peak-burst,2.0,1,24,28.751,24,100.0,0.0,0.0,0,0.0,0,0,8.312788,157.458,807.696,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,peak_burst,peak-burst,2.0,2,24,26.649,24,100.0,0.0,0.0,0,0.0,0,0,9.118601,156.865,807.615,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
pp,peak_burst,peak-burst,2.0,3,24,28.901,24,100.0,0.0,0.0,0,0.0,0,0,8.754113,157.334,808.087,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,normal,normal,1.0,1,24,51.99,24,100.0,0.0,0.0,0,0.0,0,0,4.847089,157.202,807.827,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,normal,normal,1.0,2,24,52.782,24,100.0,0.0,0.0,0,0.0,0,0,4.338586,157.451,807.766,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,normal,normal,1.0,3,24,52.953,24,100.0,0.0,0.0,0,0.0,0,0,4.570059,156.997,807.596,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,normal,normal,1.5,1,24,35.463,24,100.0,0.0,0.0,0,0.0,0,0,6.344644,157.391,807.57,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,normal,normal,1.5,2,24,34.177,24,100.0,0.0,0.0,0,0.0,0,0,7.344168,157.5,807.864,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,normal,normal,1.5,3,24,38.204,24,100.0,0.0,0.0,0,0.0,0,0,6.648516,157.501,808.797,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,normal,normal,2.0,1,24,25.528,24,100.0,0.0,0.0,0,0.0,0,0,9.910737,156.842,808.499,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,normal,normal,2.0,2,24,26.783,24,100.0,0.0,0.0,0,0.0,0,0,9.520981,157.321,808.363,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,normal,normal,2.0,3,24,25.662,24,100.0,0.0,0.0,0,0.0,0,0,9.508333,157.235,807.868,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,burst,burst,1.0,1,24,52.82,24,100.0,0.0,0.0,0,0.0,0,0,5.054902,156.974,807.94,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,burst,burst,1.0,2,24,54.564,24,100.0,0.0,0.0,0,0.0,0,0,4.838385,157.055,808.975,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,burst,burst,1.0,3,24,54.574,24,100.0,0.0,0.0,0,0.0,0,0,5.075697,157.673,809.033,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,burst,burst,1.5,1,24,37.729,24,100.0,0.0,0.0,0,0.0,0,0,6.54662,157.57,808.062,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,burst,burst,1.5,2,24,37.561,24,100.0,0.0,0.0,0,0.0,0,0,5.697399,155.227,807.425,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,burst,burst,1.5,3,24,36.62,24,100.0,0.0,0.0,0,0.0,0,0,6.717701,157.205,808.363,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,burst,burst,2.0,1,24,28.115,24,100.0,0.0,0.0,0,0.0,0,0,9.283402,157.497,807.757,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,burst,burst,2.0,2,24,28.097,24,100.0,0.0,0.0,0,0.0,0,0,9.467136,156.911,807.889,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,burst,burst,2.0,3,24,27.937,24,100.0,0.0,0.0,0,0.0,0,0,6.908413,157.049,807.977,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,peak_burst,peak-burst,1.0,1,24,52.292,24,100.0,0.0,0.0,0,0.0,0,0,4.513107,157.269,807.626,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,peak_burst,peak-burst,1.0,2,24,52.282,24,100.0,0.0,0.0,0,0.0,0,0,5.04956,157.433,807.706,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,peak_burst,peak-burst,1.0,3,24,52.948,24,100.0,0.0,0.0,0,0.0,0,0,4.986007,157.163,807.868,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,peak_burst,peak-burst,1.5,1,24,35.299,24,100.0,0.0,0.0,0,0.0,0,0,6.090801,156.545,807.518,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,peak_burst,peak-burst,1.5,2,24,34.197,24,100.0,0.0,0.0,0,0.0,0,0,5.877783,157.141,807.887,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,peak_burst,peak-burst,1.5,3,24,35.286,24,100.0,0.0,0.0,0,0.0,0,0,7.255094,157.202,807.59,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,peak_burst,peak-burst,2.0,1,24,25.853,24,100.0,0.0,0.0,0,0.0,0,0,8.006889,156.565,807.644,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,peak_burst,peak-burst,2.0,2,24,28.423,24,100.0,0.0,0.0,0,0.0,0,0,9.253027,157.087,807.663,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
rajomon,peak_burst,peak-burst,2.0,3,24,27.617,24,100.0,0.0,0.0,0,0.0,0,0,7.857607,157.115,807.765,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,normal,normal,1.0,1,24,53.456,7,29.167,46.154,46.154,6,25.0,11,11,1.440435,6.565,807.202,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,normal,normal,1.0,2,24,51.011,6,25.0,33.333,33.333,3,12.5,15,15,1.215426,7.607,807.642,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,normal,normal,1.0,3,24,52.796,7,29.167,41.667,41.667,5,20.833,12,12,1.496335,155.299,807.63,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,normal,normal,1.5,1,24,34.009,9,37.5,18.182,18.182,2,8.333,13,13,2.675771,7.332,807.801,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,normal,normal,1.5,2,24,34.162,4,16.667,60.0,60.0,6,25.0,14,14,0.995254,6.178,807.309,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,normal,normal,1.5,3,24,35.021,4,16.667,42.857,42.857,3,12.5,17,17,0.942304,6.232,807.012,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,normal,normal,2.0,1,24,25.512,8,33.333,46.667,46.667,7,29.167,9,9,3.135719,156.316,807.918,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,normal,normal,2.0,2,24,25.513,6,25.0,53.846,53.846,7,29.167,11,11,2.194937,7.883,807.361,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,normal,normal,2.0,3,24,25.519,6,25.0,45.455,45.455,5,20.833,13,13,1.645835,6.277,807.869,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,burst,burst,1.0,1,24,52.023,9,37.5,30.769,30.769,4,16.667,11,11,2.13369,10.974,807.635,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
